project_id,state,district,project_type,land_area_hectares,affected_families,compensation_status,legal_dispute,approval_stage,rehabilitation_progress_pct,stakeholder_responsiveness,historical_dept_performance_score,months_since_initiation,notification_delay,approval_delay,compensation_delay,possession_delay,delay_label
LA-2400,Karnataka,Mangaluru,Metro,60.65,148,Paid,No,Compensation,62.3,Low,49.710738274851956,11.4,Delayed,On-Time,On-Time,On-Time,Delayed
LA-2401,Uttar Pradesh,Varanasi,Highway,128.66,224,Paid,No,Approval,83.8,High,73.461366490721,47.6,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2402,Uttar Pradesh,Kanpur,Irrigation,21.41,58,Pending,No,Possession,53.8,Medium,95.0,60.0,Delayed,Delayed,Delayed,On-Time,On-Time
LA-2403,Delhi,South Delhi,Metro,83.63,168,Partially Paid,No,Compensation,67.2,Medium,54.33174749828047,36.7,On-Time,On-Time,On-Time,Delayed,Delayed
LA-2404,Karnataka,Hubballi,Metro,155.91,256,Paid,No,Approval,91.5,Medium,95.0,17.7,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2405,Karnataka,Hubballi,Irrigation,139.84,267,Partially Paid,No,Approval,65.9,Medium,66.97934221094368,27.2,Delayed,On-Time,On-Time,On-Time,Delayed
LA-2406,Rajasthan,Udaipur,Airport,50.43,76,Partially Paid,Yes,Notification,12.6,Medium,35.491165042987845,32.1,Delayed,Delayed,Delayed,On-Time,Delayed
LA-2407,Bihar,Muzaffarpur,Irrigation,112.42,183,Paid,No,Possession,68.8,High,88.85722439109287,34.3,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2408,Tamil Nadu,Chennai,Highway,54.02,154,Partially Paid,No,Compensation,62.2,Medium,58.04564218085002,24.7,On-Time,Delayed,Delayed,On-Time,On-Time
LA-2409,Madhya Pradesh,Gwalior,Highway,55.54,111,Paid,Yes,Possession,57.6,Medium,71.72787917888058,9.9,Delayed,On-Time,On-Time,Delayed,On-Time
LA-2410,Bihar,Muzaffarpur,Metro,72.18,136,Paid,No,Approval,61.7,Medium,40.112454687000934,33.8,On-Time,On-Time,Delayed,On-Time,On-Time
LA-2411,Uttar Pradesh,Varanasi,Power Project,232.09,311,Partially Paid,No,Possession,75.2,High,53.70122623011438,13.8,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2412,Uttar Pradesh,Varanasi,Airport,226.7,273,Paid,No,Notification,90.7,High,42.546921151389824,17.5,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2413,Maharashtra,Nagpur,Metro,152.6,288,Paid,No,Possession,69.4,Low,40.95509655933935,12.0,On-Time,Delayed,On-Time,On-Time,On-Time
LA-2414,Delhi,North Delhi,Irrigation,31.87,50,Pending,No,Possession,71.5,High,66.47059396930126,9.2,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2415,Rajasthan,Udaipur,Metro,151.22,192,Partially Paid,No,Approval,41.3,High,73.50166203223317,17.1,On-Time,On-Time,Delayed,On-Time,On-Time
LA-2416,West Bengal,Siliguri,Railway,72.55,76,Paid,No,Possession,61.6,Medium,56.79862777981919,26.3,On-Time,Delayed,On-Time,On-Time,On-Time
LA-2417,Delhi,New Delhi,Railway,122.27,150,Paid,Yes,Possession,55.8,High,43.44269315283185,15.0,On-Time,Delayed,On-Time,Delayed,On-Time
LA-2418,Uttar Pradesh,Prayagraj,Power Project,46.65,67,Paid,No,Possession,77.1,High,45.858414894406565,11.6,Delayed,Delayed,On-Time,Delayed,On-Time
LA-2419,Rajasthan,Jaipur,Airport,135.12,196,Partially Paid,No,Approval,59.0,Medium,70.57444457049561,21.6,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2420,West Bengal,Durgapur,Industrial Corridor,139.35,145,Paid,No,Compensation,88.2,Medium,66.66035855820328,5.1,Delayed,On-Time,On-Time,On-Time,On-Time
LA-2421,Maharashtra,Nagpur,Railway,92.5,96,Paid,No,Possession,61.0,Medium,70.82112009929577,2.4,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2422,Rajasthan,Jodhpur,Industrial Corridor,124.72,151,Paid,Yes,Possession,71.2,Low,88.37607833909253,38.0,Delayed,Delayed,On-Time,On-Time,On-Time
LA-2423,Delhi,New Delhi,Highway,122.51,122,Paid,No,Approval,35.8,High,73.6302432077181,7.8,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2424,Uttar Pradesh,Kanpur,Railway,49.6,117,Paid,No,Possession,74.9,Medium,71.13544097018743,23.0,On-Time,Delayed,On-Time,On-Time,On-Time
LA-2425,West Bengal,Siliguri,Railway,198.65,362,Paid,Yes,Notification,58.3,High,95.0,38.3,Delayed,On-Time,Delayed,On-Time,Delayed
LA-2426,West Bengal,Siliguri,Airport,63.53,98,Pending,Yes,Possession,41.9,High,60.87823346299899,23.3,Delayed,On-Time,Delayed,Delayed,Delayed
LA-2427,Delhi,New Delhi,Power Project,20.29,65,Pending,No,Approval,18.9,Medium,95.0,12.5,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2428,West Bengal,Howrah,Industrial Corridor,194.55,175,Paid,No,Approval,73.1,High,86.358255352341,22.0,Delayed,On-Time,On-Time,On-Time,On-Time
LA-2429,Madhya Pradesh,Indore,Irrigation,88.31,152,Pending,Yes,Compensation,28.9,Medium,60.5311188656451,13.6,On-Time,On-Time,On-Time,Delayed,On-Time
LA-2430,Bihar,Bhagalpur,Railway,135.84,175,Partially Paid,No,Approval,30.7,High,77.07258261757225,16.5,On-Time,On-Time,On-Time,Delayed,Delayed
LA-2431,Rajasthan,Jodhpur,Railway,84.67,189,Paid,No,Compensation,70.1,High,61.77198708772477,6.3,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2432,Rajasthan,Jaipur,Airport,21.87,40,Paid,Yes,Compensation,35.4,Medium,43.4540688628229,2.5,Delayed,On-Time,Delayed,On-Time,Delayed
LA-2433,Rajasthan,Udaipur,Airport,64.54,101,Paid,No,Approval,71.8,Medium,64.87941117317582,15.7,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2434,Karnataka,Hubballi,Power Project,84.76,79,Partially Paid,No,Notification,85.0,High,42.99310505512233,8.6,On-Time,On-Time,Delayed,On-Time,On-Time
LA-2435,Uttar Pradesh,Varanasi,Industrial Corridor,139.38,144,Partially Paid,Yes,Possession,81.0,Low,68.49447127617381,29.2,Delayed,Delayed,Delayed,On-Time,Delayed
LA-2436,Delhi,South Delhi,Highway,92.22,182,Pending,No,Approval,89.3,High,77.00719758788077,21.3,On-Time,On-Time,Delayed,On-Time,On-Time
LA-2437,Maharashtra,Nashik,Irrigation,64.44,112,Pending,No,Compensation,37.1,High,61.74640257808308,16.6,Delayed,On-Time,Delayed,On-Time,On-Time
LA-2438,Karnataka,Mangaluru,Power Project,67.85,168,Pending,No,Compensation,67.0,High,68.46436176583173,56.4,On-Time,On-Time,Delayed,On-Time,On-Time
LA-2439,Uttar Pradesh,Varanasi,Highway,133.21,240,Pending,No,Possession,79.4,High,68.21587472430328,25.9,On-Time,On-Time,Delayed,Delayed,Delayed
LA-2440,Karnataka,Bengaluru,Metro,145.72,315,Pending,No,Compensation,44.4,High,77.665243809374,23.9,On-Time,Delayed,On-Time,On-Time,Delayed
LA-2441,West Bengal,Howrah,Railway,36.24,67,Paid,No,Notification,79.1,Medium,66.34213282796289,46.4,On-Time,On-Time,On-Time,Delayed,On-Time
LA-2442,Uttar Pradesh,Varanasi,Industrial Corridor,89.46,201,Paid,No,Possession,82.0,Medium,60.27910538692219,10.7,Delayed,On-Time,On-Time,On-Time,On-Time
LA-2443,Karnataka,Mangaluru,Power Project,143.14,201,Partially Paid,No,Possession,60.4,High,76.98410593097583,14.7,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2444,Gujarat,Ahmedabad,Railway,229.74,369,Partially Paid,No,Compensation,76.7,Low,67.37837278594003,9.7,Delayed,Delayed,On-Time,On-Time,Delayed
LA-2445,Bihar,Gaya,Industrial Corridor,191.98,307,Paid,No,Possession,68.1,High,32.96664757201506,21.0,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2446,Uttar Pradesh,Kanpur,Industrial Corridor,23.94,34,Pending,No,Compensation,39.0,High,59.7457019090897,60.0,On-Time,On-Time,Delayed,Delayed,On-Time
LA-2447,Karnataka,Mysuru,Industrial Corridor,82.27,165,Pending,Yes,Compensation,22.9,High,57.242430845658,14.8,On-Time,On-Time,On-Time,Delayed,Delayed
LA-2448,Bihar,Bhagalpur,Railway,23.41,89,Partially Paid,No,Approval,67.1,High,67.2118886059632,19.5,On-Time,Delayed,On-Time,On-Time,Delayed
LA-2449,West Bengal,Siliguri,Power Project,218.6,287,Paid,Yes,Compensation,82.8,Medium,65.59985971196161,7.7,On-Time,On-Time,On-Time,Delayed,Delayed
LA-2450,Karnataka,Hubballi,Irrigation,97.44,138,Pending,No,Approval,48.5,High,35.7446151065956,38.5,Delayed,On-Time,On-Time,On-Time,Delayed
LA-2451,Rajasthan,Kota,Airport,145.26,221,Paid,No,Notification,19.7,Medium,42.62417467319554,51.7,On-Time,Delayed,On-Time,On-Time,On-Time
LA-2452,Madhya Pradesh,Gwalior,Railway,39.5,83,Paid,No,Notification,57.1,Medium,50.7070925479122,15.1,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2453,Bihar,Patna,Industrial Corridor,50.62,77,Pending,No,Approval,56.1,Medium,65.96682624841992,60.0,Delayed,Delayed,On-Time,On-Time,On-Time
LA-2454,Madhya Pradesh,Gwalior,Power Project,107.27,117,Partially Paid,No,Approval,73.9,Medium,81.10762741927402,4.7,On-Time,On-Time,Delayed,On-Time,On-Time
LA-2455,Delhi,New Delhi,Irrigation,182.34,422,Paid,Yes,Compensation,52.8,High,40.94534403691107,18.2,Delayed,On-Time,Delayed,On-Time,On-Time
LA-2456,West Bengal,Howrah,Metro,15.7,54,Pending,No,Approval,94.8,High,54.91827573143688,14.8,On-Time,On-Time,On-Time,Delayed,On-Time
LA-2457,Karnataka,Mangaluru,Highway,168.75,313,Paid,No,Possession,36.8,Medium,64.2728873343429,22.1,Delayed,Delayed,On-Time,Delayed,On-Time
LA-2458,Karnataka,Hubballi,Industrial Corridor,98.17,154,Partially Paid,No,Approval,80.6,High,51.02901501491072,34.5,Delayed,On-Time,On-Time,On-Time,On-Time
LA-2459,Uttar Pradesh,Varanasi,Metro,12.8,5,Partially Paid,No,Approval,64.9,High,66.31070468829442,49.8,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2460,Karnataka,Hubballi,Airport,133.83,186,Paid,No,Notification,92.6,Medium,74.60412422770102,13.2,On-Time,On-Time,On-Time,On-Time,Delayed
LA-2461,Gujarat,Vadodara,Irrigation,139.3,218,Paid,Yes,Approval,80.8,High,53.64783311476104,26.4,On-Time,Delayed,On-Time,On-Time,Delayed
LA-2462,Karnataka,Mysuru,Irrigation,86.33,106,Pending,No,Notification,81.7,Medium,69.91375208266244,24.1,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2463,Uttar Pradesh,Prayagraj,Industrial Corridor,54.56,79,Paid,No,Compensation,63.3,High,63.282211950626646,37.4,Delayed,On-Time,On-Time,On-Time,On-Time
LA-2464,Karnataka,Bengaluru,Irrigation,42.39,76,Paid,Yes,Possession,91.7,Low,47.76347071104797,16.2,On-Time,Delayed,On-Time,Delayed,Delayed
LA-2465,West Bengal,Siliguri,Metro,114.97,285,Paid,No,Notification,66.1,Medium,62.88677566239956,12.6,On-Time,Delayed,On-Time,On-Time,On-Time
LA-2466,Delhi,South Delhi,Industrial Corridor,26.07,98,Paid,No,Approval,30.1,High,71.84998959034934,13.9,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2467,West Bengal,Howrah,Railway,205.09,286,Pending,Yes,Notification,81.7,Medium,86.20614507144265,31.7,On-Time,On-Time,Delayed,Delayed,Delayed
LA-2468,Gujarat,Surat,Power Project,42.91,72,Paid,No,Possession,44.5,Medium,89.66365614346378,5.9,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2469,Bihar,Gaya,Metro,158.32,205,Partially Paid,No,Possession,62.9,Medium,56.48472907886515,14.3,On-Time,On-Time,On-Time,Delayed,On-Time
LA-2470,Tamil Nadu,Coimbatore,Power Project,136.59,268,Paid,Yes,Notification,94.7,Medium,55.58080877834007,19.8,Delayed,On-Time,On-Time,On-Time,On-Time
LA-2471,Madhya Pradesh,Indore,Railway,105.22,135,Pending,No,Approval,40.3,Medium,65.60585190167816,25.9,On-Time,Delayed,On-Time,Delayed,Delayed
LA-2472,Karnataka,Bengaluru,Railway,166.36,395,Partially Paid,No,Possession,30.7,High,56.85954518893437,25.2,On-Time,Delayed,On-Time,On-Time,On-Time
LA-2473,Bihar,Patna,Power Project,36.8,68,Paid,Yes,Approval,79.2,High,83.1954875332551,10.1,On-Time,Delayed,On-Time,On-Time,On-Time
LA-2474,Gujarat,Ahmedabad,Metro,159.46,332,Pending,No,Compensation,37.5,Low,66.51036108289861,7.5,On-Time,Delayed,Delayed,Delayed,Delayed
LA-2475,Maharashtra,Nashik,Power Project,155.21,256,Paid,No,Approval,84.1,High,65.82865265863863,27.5,On-Time,On-Time,On-Time,On-Time,Delayed
LA-2476,Karnataka,Mysuru,Power Project,155.64,271,Partially Paid,No,Compensation,21.5,High,74.64961670755346,13.4,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2477,Tamil Nadu,Madurai,Highway,119.29,241,Pending,No,Possession,30.3,High,67.39754264259817,19.5,On-Time,On-Time,On-Time,Delayed,On-Time
LA-2478,Tamil Nadu,Coimbatore,Metro,35.74,124,Partially Paid,No,Possession,67.4,Low,69.578669720812,11.1,Delayed,Delayed,On-Time,On-Time,Delayed
LA-2479,Tamil Nadu,Chennai,Highway,63.38,93,Partially Paid,No,Possession,54.0,Medium,68.94786461854619,10.9,Delayed,On-Time,On-Time,Delayed,Delayed
LA-2480,Gujarat,Vadodara,Industrial Corridor,170.02,247,Paid,No,Approval,37.1,Medium,62.83043007818652,29.6,Delayed,On-Time,On-Time,Delayed,Delayed
LA-2481,Tamil Nadu,Chennai,Irrigation,64.7,177,Paid,Yes,Compensation,52.6,Low,51.46342458257742,22.8,Delayed,Delayed,Delayed,Delayed,Delayed
LA-2482,Uttar Pradesh,Agra,Power Project,36.3,121,Paid,No,Approval,55.5,Low,91.38533022805582,17.6,Delayed,On-Time,On-Time,On-Time,On-Time
LA-2483,Rajasthan,Jaipur,Industrial Corridor,303.92,283,Pending,Yes,Possession,71.3,Medium,51.41399433324048,20.7,Delayed,Delayed,Delayed,Delayed,Delayed
LA-2484,Delhi,North Delhi,Metro,17.24,21,Pending,Yes,Compensation,86.2,High,89.81345777419928,14.8,Delayed,On-Time,Delayed,On-Time,Delayed
LA-2485,Maharashtra,Nashik,Power Project,56.86,157,Paid,No,Approval,32.0,High,70.12163934146605,21.5,On-Time,Delayed,On-Time,Delayed,On-Time
LA-2486,Gujarat,Rajkot,Irrigation,130.34,144,Paid,No,Notification,42.5,Medium,55.97624030676933,17.1,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2487,Gujarat,Ahmedabad,Industrial Corridor,321.29,452,Paid,No,Compensation,68.0,High,73.32286390344515,50.4,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2488,Karnataka,Hubballi,Airport,71.2,146,Paid,No,Possession,45.1,Medium,76.78874130355646,14.3,On-Time,On-Time,On-Time,On-Time,Delayed
LA-2489,Gujarat,Surat,Railway,65.82,50,Paid,Yes,Compensation,76.8,Medium,90.77302447128015,11.7,Delayed,On-Time,On-Time,Delayed,Delayed
LA-2490,Gujarat,Rajkot,Power Project,79.87,190,Partially Paid,No,Notification,37.6,Medium,45.26532848269275,40.4,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2491,Maharashtra,Pune,Irrigation,36.92,12,Pending,No,Notification,67.5,High,62.899953519027925,17.8,On-Time,On-Time,On-Time,Delayed,On-Time
LA-2492,Gujarat,Surat,Railway,27.79,17,Partially Paid,No,Approval,42.1,High,85.65814710723308,42.5,On-Time,On-Time,On-Time,On-Time,Delayed
LA-2493,Uttar Pradesh,Agra,Highway,158.68,170,Partially Paid,Yes,Possession,50.3,Medium,76.19829277480369,30.1,Delayed,On-Time,On-Time,Delayed,Delayed
LA-2494,Delhi,New Delhi,Industrial Corridor,89.48,61,Pending,Yes,Possession,38.7,High,72.29026260748738,10.7,Delayed,Delayed,Delayed,Delayed,On-Time
LA-2495,Madhya Pradesh,Bhopal,Highway,15.65,130,Partially Paid,No,Possession,61.0,Medium,87.1773147672295,22.0,Delayed,On-Time,On-Time,On-Time,On-Time
LA-2496,Karnataka,Mysuru,Irrigation,35.28,111,Paid,No,Compensation,48.7,Medium,62.30089016923784,8.6,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2497,Madhya Pradesh,Jabalpur,Power Project,222.83,311,Paid,Yes,Compensation,43.4,Low,29.029477843205,48.1,Delayed,Delayed,Delayed,On-Time,Delayed
LA-2498,Rajasthan,Jodhpur,Railway,189.16,334,Paid,Yes,Compensation,87.6,Low,59.50238298837756,11.7,On-Time,Delayed,On-Time,On-Time,Delayed
LA-2499,Gujarat,Rajkot,Railway,44.07,105,Partially Paid,No,Compensation,16.6,High,95.0,2.2,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2500,Bihar,Bhagalpur,Industrial Corridor,116.99,215,Pending,No,Compensation,66.8,Medium,69.47713935360338,9.7,On-Time,Delayed,On-Time,Delayed,Delayed
LA-2501,Rajasthan,Kota,Power Project,22.8,72,Partially Paid,No,Approval,74.9,High,52.36354241853314,54.4,On-Time,On-Time,Delayed,On-Time,On-Time
LA-2502,Rajasthan,Kota,Airport,57.31,165,Pending,No,Compensation,70.1,High,85.01194202115815,26.7,On-Time,Delayed,Delayed,On-Time,Delayed
LA-2503,Delhi,South Delhi,Airport,433.87,540,Paid,No,Notification,66.1,Medium,77.67294355662784,21.9,Delayed,Delayed,On-Time,On-Time,On-Time
LA-2504,Maharashtra,Pune,Industrial Corridor,103.63,175,Pending,No,Approval,70.4,Medium,67.20517626299235,5.3,Delayed,Delayed,On-Time,On-Time,On-Time
LA-2505,Gujarat,Vadodara,Power Project,58.54,117,Pending,Yes,Possession,71.5,Medium,73.77698058895645,56.9,On-Time,Delayed,Delayed,Delayed,On-Time
LA-2506,Gujarat,Vadodara,Industrial Corridor,78.65,180,Partially Paid,No,Possession,78.3,High,49.74117649664413,44.3,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2507,Madhya Pradesh,Bhopal,Power Project,48.37,78,Pending,No,Compensation,83.5,Low,59.56852408562067,9.6,On-Time,On-Time,Delayed,On-Time,On-Time
LA-2508,Rajasthan,Udaipur,Irrigation,23.56,80,Partially Paid,No,Notification,56.6,High,64.0260315759304,5.0,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2509,Madhya Pradesh,Jabalpur,Irrigation,192.06,337,Paid,No,Possession,88.0,Low,81.48758446025475,33.4,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2510,Tamil Nadu,Madurai,Highway,13.07,55,Paid,No,Compensation,51.2,Medium,56.76879833959822,38.2,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2511,Tamil Nadu,Salem,Industrial Corridor,128.96,172,Partially Paid,No,Approval,56.4,High,64.61375444375632,27.5,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2512,Karnataka,Bengaluru,Power Project,71.87,154,Pending,No,Compensation,52.5,High,86.61487240247043,43.9,On-Time,On-Time,On-Time,Delayed,On-Time
LA-2513,West Bengal,Kolkata,Airport,194.24,267,Paid,No,Approval,36.5,High,95.0,24.7,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2514,Delhi,South Delhi,Power Project,72.96,130,Partially Paid,No,Compensation,37.1,Low,51.940419094720845,13.4,On-Time,Delayed,On-Time,Delayed,Delayed
LA-2515,Uttar Pradesh,Prayagraj,Irrigation,94.2,138,Pending,No,Possession,76.9,Low,67.0993638455679,46.1,On-Time,Delayed,On-Time,Delayed,On-Time
LA-2516,Delhi,North Delhi,Power Project,76.14,63,Paid,No,Notification,77.6,Medium,42.380706285827685,13.0,On-Time,Delayed,On-Time,On-Time,Delayed
LA-2517,Madhya Pradesh,Jabalpur,Industrial Corridor,124.55,152,Paid,Yes,Notification,44.7,Medium,64.78248606782269,20.8,Delayed,On-Time,On-Time,On-Time,On-Time
LA-2518,Bihar,Gaya,Highway,36.31,123,Paid,No,Notification,78.3,Medium,60.648433245271114,27.0,On-Time,On-Time,Delayed,On-Time,On-Time
LA-2519,Maharashtra,Nagpur,Highway,56.11,123,Paid,No,Approval,34.0,Medium,83.76549452683633,19.7,On-Time,On-Time,On-Time,On-Time,Delayed
LA-2520,West Bengal,Howrah,Highway,187.21,340,Paid,No,Notification,78.1,Medium,47.40641546387415,49.3,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2521,Delhi,New Delhi,Highway,133.69,317,Paid,No,Approval,71.3,High,45.35025445766085,41.5,Delayed,On-Time,Delayed,On-Time,On-Time
LA-2522,West Bengal,Siliguri,Irrigation,104.18,217,Paid,No,Notification,89.2,Low,87.81402092878582,13.5,On-Time,Delayed,On-Time,On-Time,On-Time
LA-2523,Gujarat,Surat,Metro,94.44,97,Partially Paid,No,Approval,75.8,Medium,55.503016854044,49.1,On-Time,Delayed,Delayed,On-Time,On-Time
LA-2524,Uttar Pradesh,Kanpur,Industrial Corridor,63.29,100,Partially Paid,No,Approval,52.8,High,67.96146712352355,5.0,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2525,Rajasthan,Jaipur,Railway,70.08,25,Partially Paid,No,Notification,70.3,Low,69.42566850872974,4.8,On-Time,On-Time,Delayed,On-Time,On-Time
LA-2526,Maharashtra,Nagpur,Industrial Corridor,103.88,167,Partially Paid,No,Compensation,21.7,Medium,53.1902656665261,60.0,On-Time,Delayed,On-Time,On-Time,On-Time
LA-2527,Maharashtra,Pune,Metro,140.58,243,Pending,No,Compensation,61.0,High,53.20623573221939,41.5,On-Time,On-Time,Delayed,Delayed,Delayed
LA-2528,Maharashtra,Nagpur,Highway,103.77,231,Pending,Yes,Notification,50.4,High,81.90364527054828,9.1,On-Time,On-Time,Delayed,Delayed,Delayed
LA-2529,Tamil Nadu,Chennai,Metro,138.41,148,Pending,Yes,Compensation,79.3,Medium,75.15608133267995,17.7,Delayed,On-Time,Delayed,Delayed,Delayed
LA-2530,Rajasthan,Udaipur,Airport,120.61,154,Paid,No,Possession,55.8,Low,64.76468810362307,17.7,On-Time,Delayed,Delayed,On-Time,On-Time
LA-2531,Maharashtra,Nashik,Airport,15.88,10,Pending,No,Possession,72.6,Low,62.94812262763634,37.3,On-Time,Delayed,On-Time,On-Time,Delayed
LA-2532,Madhya Pradesh,Gwalior,Irrigation,62.52,150,Pending,No,Notification,67.8,Medium,69.7491632727844,31.7,Delayed,On-Time,Delayed,On-Time,Delayed
LA-2533,Karnataka,Mysuru,Industrial Corridor,56.77,50,Paid,Yes,Possession,63.8,High,70.73298817880183,47.3,Delayed,Delayed,On-Time,On-Time,On-Time
LA-2534,Maharashtra,Mumbai,Industrial Corridor,25.77,124,Paid,No,Approval,95.5,High,83.91718283326105,12.6,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2535,Gujarat,Surat,Railway,126.12,296,Partially Paid,No,Notification,71.5,High,64.68715832658285,38.9,Delayed,On-Time,Delayed,Delayed,On-Time
LA-2536,Uttar Pradesh,Lucknow,Irrigation,153.27,230,Paid,No,Approval,68.1,Low,71.64471122300246,11.6,On-Time,On-Time,Delayed,On-Time,Delayed
LA-2537,Uttar Pradesh,Kanpur,Railway,78.61,168,Paid,No,Approval,22.3,Low,75.77268192768021,27.3,Delayed,Delayed,On-Time,On-Time,On-Time
LA-2538,Karnataka,Bengaluru,Airport,30.37,62,Partially Paid,No,Compensation,34.0,High,76.03662785057556,27.4,Delayed,On-Time,Delayed,Delayed,On-Time
LA-2539,Uttar Pradesh,Lucknow,Highway,32.03,60,Partially Paid,No,Compensation,55.0,Medium,86.74579378041842,19.7,On-Time,On-Time,On-Time,Delayed,On-Time
LA-2540,Rajasthan,Kota,Metro,41.69,81,Pending,No,Compensation,44.6,Medium,64.8111683202814,11.5,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2541,Karnataka,Mysuru,Railway,54.56,112,Partially Paid,No,Approval,67.8,High,56.51199152037776,29.3,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2542,Uttar Pradesh,Kanpur,Power Project,60.66,118,Partially Paid,No,Approval,38.9,Medium,59.63055465156224,38.4,On-Time,Delayed,Delayed,Delayed,Delayed
LA-2543,Madhya Pradesh,Bhopal,Railway,85.45,170,Paid,No,Approval,62.4,Low,74.61240026142457,60.0,On-Time,On-Time,On-Time,Delayed,Delayed
LA-2544,Maharashtra,Aurangabad,Highway,232.3,327,Partially Paid,Yes,Approval,66.6,High,63.37847986904696,20.3,Delayed,On-Time,On-Time,On-Time,On-Time
LA-2545,West Bengal,Durgapur,Highway,119.34,248,Paid,No,Possession,72.4,Low,95.0,18.1,On-Time,On-Time,On-Time,Delayed,On-Time
LA-2546,Rajasthan,Udaipur,Industrial Corridor,176.79,239,Pending,Yes,Possession,78.9,High,65.1888339986783,47.8,Delayed,On-Time,Delayed,Delayed,Delayed
LA-2547,Tamil Nadu,Salem,Metro,41.42,114,Paid,Yes,Possession,31.9,High,50.67570033777466,46.0,Delayed,Delayed,On-Time,On-Time,On-Time
LA-2548,Madhya Pradesh,Gwalior,Highway,49.88,128,Paid,No,Compensation,58.5,High,69.84052500969469,6.6,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2549,Delhi,North Delhi,Irrigation,87.74,141,Paid,Yes,Approval,43.7,Low,88.0821831913405,39.3,On-Time,Delayed,Delayed,On-Time,Delayed
LA-2550,Madhya Pradesh,Bhopal,Railway,105.55,213,Pending,No,Approval,52.6,High,52.76360285413044,36.2,On-Time,Delayed,On-Time,Delayed,Delayed
LA-2551,West Bengal,Siliguri,Railway,56.16,145,Pending,No,Compensation,66.1,Medium,52.3306780234844,19.1,On-Time,On-Time,Delayed,Delayed,Delayed
LA-2552,Madhya Pradesh,Indore,Airport,83.8,73,Paid,No,Approval,91.9,Medium,62.197769443024015,24.8,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2553,Tamil Nadu,Chennai,Highway,213.15,398,Paid,No,Possession,44.7,Medium,55.3113416175122,7.0,On-Time,On-Time,On-Time,On-Time,Delayed
LA-2554,Bihar,Bhagalpur,Power Project,57.68,142,Partially Paid,No,Compensation,74.6,Low,44.7467285463187,38.4,On-Time,On-Time,Delayed,Delayed,Delayed
LA-2555,Uttar Pradesh,Lucknow,Industrial Corridor,61.63,192,Pending,No,Approval,75.9,High,41.88768742640535,33.7,On-Time,On-Time,On-Time,On-Time,Delayed
LA-2556,Uttar Pradesh,Agra,Metro,34.12,15,Paid,No,Possession,73.6,Low,68.48642905700395,50.1,On-Time,Delayed,Delayed,On-Time,Delayed
LA-2557,Madhya Pradesh,Indore,Power Project,196.12,247,Paid,No,Possession,6.0,High,75.72564660521851,12.6,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2558,Gujarat,Surat,Industrial Corridor,15.6,8,Paid,Yes,Approval,63.6,Medium,54.482536667545844,14.2,On-Time,Delayed,On-Time,On-Time,On-Time
LA-2559,Bihar,Patna,Railway,95.79,181,Partially Paid,No,Compensation,26.5,Medium,63.942219605025244,19.8,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2560,Bihar,Gaya,Power Project,86.78,185,Paid,No,Notification,96.8,Low,67.77442890628242,5.8,On-Time,On-Time,On-Time,Delayed,On-Time
LA-2561,Gujarat,Surat,Industrial Corridor,46.69,34,Paid,No,Compensation,79.9,High,48.42148897430636,16.5,On-Time,On-Time,Delayed,On-Time,On-Time
