project_id,state,district,project_type,land_area_hectares,affected_families,compensation_status,legal_dispute,approval_stage,possession_status,rehabilitation_progress_pct,stakeholder_responsiveness,historical_dept_performance_score,months_since_initiation,approval_timeline_days,notification_delay,approval_delay,compensation_delay,possession_delay,delay_label
LA-2520,West Bengal,Howrah,Highway,187.21,340,Partially Paid,No,Notification,Not Started,77.7,Low,56.557562759587135,19.4,244,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2521,Delhi,New Delhi,Highway,133.69,317,Paid,Yes,Approval,Not Started,54.6,High,40.14892318783245,22.0,292,On-Time,Delayed,On-Time,On-Time,Delayed
LA-2522,West Bengal,Siliguri,Irrigation,104.18,217,Pending,Yes,Notification,Not Started,42.7,Low,74.50501911872837,35.6,277,On-Time,On-Time,Delayed,Delayed,Delayed
LA-2523,Gujarat,Surat,Metro,94.44,97,Paid,No,Approval,Not Started,75.8,High,51.601508247099616,9.1,180,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2524,Uttar Pradesh,Kanpur,Industrial Corridor,63.29,100,Paid,No,Approval,Not Started,81.7,High,86.93714324591262,14.1,113,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2525,Rajasthan,Jaipur,Railway,70.08,25,Paid,Yes,Notification,Not Started,55.6,High,59.46601113538954,22.1,255,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2526,Maharashtra,Nagpur,Industrial Corridor,103.88,167,Paid,No,Compensation,Pending,83.8,High,57.252215991865945,28.5,211,On-Time,On-Time,On-Time,On-Time,Delayed
LA-2527,Maharashtra,Pune,Metro,140.58,243,Paid,No,Compensation,Pending,44.9,Medium,57.927630492819226,20.6,224,On-Time,Delayed,On-Time,On-Time,On-Time
LA-2528,Maharashtra,Nagpur,Highway,103.77,231,Partially Paid,No,Notification,Not Started,38.5,High,67.25286255732789,23.9,194,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2529,Tamil Nadu,Chennai,Metro,138.41,148,Pending,No,Compensation,In Progress,36.6,High,52.003676451764704,20.7,194,Delayed,On-Time,Delayed,Delayed,Delayed
LA-2530,Rajasthan,Udaipur,Airport,120.61,154,Partially Paid,No,Possession,In Progress,70.1,High,54.87204996029538,19.5,198,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2531,Maharashtra,Nashik,Airport,15.88,10,Paid,No,Possession,In Progress,68.5,Low,74.3353369731331,2.7,172,Delayed,Delayed,On-Time,On-Time,Delayed
LA-2532,Madhya Pradesh,Gwalior,Irrigation,62.52,150,Pending,No,Notification,Not Started,61.6,High,49.7342545925717,30.6,210,On-Time,Delayed,On-Time,On-Time,Delayed
LA-2533,Karnataka,Mysuru,Industrial Corridor,56.77,50,Partially Paid,Yes,Possession,Completed,86.6,High,73.2234157962652,6.9,211,On-Time,Delayed,Delayed,Delayed,On-Time
LA-2534,Maharashtra,Mumbai,Industrial Corridor,25.77,124,Paid,No,Approval,Pending,65.3,Medium,77.41196127532002,60.0,215,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2535,Gujarat,Surat,Railway,126.12,296,Partially Paid,Yes,Notification,Not Started,83.6,Low,75.01459813270009,15.9,270,On-Time,Delayed,Delayed,On-Time,Delayed
LA-2536,Uttar Pradesh,Lucknow,Irrigation,153.27,230,Partially Paid,No,Approval,Pending,18.4,Low,68.50438060481238,18.1,185,On-Time,On-Time,On-Time,Delayed,Delayed
LA-2537,Uttar Pradesh,Kanpur,Railway,78.61,168,Paid,Yes,Approval,Pending,46.5,Low,37.937410181079215,24.3,365,Delayed,Delayed,On-Time,Delayed,On-Time
LA-2538,Karnataka,Bengaluru,Airport,30.37,62,Paid,Yes,Compensation,Pending,22.3,High,46.839263006338186,47.6,338,Delayed,Delayed,Delayed,On-Time,On-Time
LA-2539,Uttar Pradesh,Lucknow,Highway,32.03,60,Paid,No,Compensation,In Progress,39.7,Low,44.66936173512282,23.0,241,Delayed,On-Time,On-Time,On-Time,Delayed
LA-2540,Rajasthan,Kota,Metro,41.69,81,Pending,No,Compensation,In Progress,72.1,Medium,59.324336379091235,5.8,203,On-Time,On-Time,On-Time,On-Time,Delayed
LA-2541,Karnataka,Mysuru,Railway,54.56,112,Paid,No,Approval,Pending,71.0,Low,65.46861684466921,20.0,238,Delayed,Delayed,On-Time,On-Time,On-Time
LA-2542,Uttar Pradesh,Kanpur,Power Project,60.66,118,Paid,Yes,Approval,Not Started,54.0,High,47.13377252472738,10.3,263,Delayed,Delayed,Delayed,On-Time,Delayed
LA-2543,Madhya Pradesh,Bhopal,Railway,85.45,170,Paid,No,Approval,Not Started,16.2,Low,62.40983994456006,10.6,218,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2544,Maharashtra,Aurangabad,Highway,232.3,327,Pending,No,Approval,Not Started,36.2,High,75.26306610696,11.1,138,On-Time,On-Time,On-Time,On-Time,Delayed
LA-2545,West Bengal,Durgapur,Highway,119.34,248,Paid,Yes,Possession,Pending,33.6,Medium,50.019111068844815,28.6,282,On-Time,Delayed,On-Time,Delayed,Delayed
LA-2546,Rajasthan,Udaipur,Industrial Corridor,176.79,239,Pending,No,Possession,Completed,68.4,High,52.723134900289374,30.1,246,On-Time,Delayed,Delayed,On-Time,Delayed
LA-2547,Tamil Nadu,Salem,Metro,41.42,114,Partially Paid,No,Possession,In Progress,76.3,High,82.71439248281297,34.4,103,Delayed,On-Time,Delayed,On-Time,On-Time
LA-2548,Madhya Pradesh,Gwalior,Highway,49.88,128,Partially Paid,Yes,Compensation,In Progress,50.3,Medium,51.09049677612202,14.3,255,Delayed,Delayed,Delayed,On-Time,Delayed
LA-2549,Delhi,North Delhi,Irrigation,87.74,141,Pending,No,Approval,Not Started,66.4,High,70.13412712190865,23.5,176,Delayed,On-Time,Delayed,On-Time,On-Time
LA-2550,Madhya Pradesh,Bhopal,Railway,105.55,213,Paid,No,Approval,Not Started,26.9,Medium,83.5888299419525,31.7,189,Delayed,On-Time,On-Time,On-Time,On-Time
LA-2551,West Bengal,Siliguri,Railway,56.16,145,Pending,Yes,Compensation,Pending,27.6,Medium,47.27758616643173,56.8,365,On-Time,Delayed,On-Time,Delayed,Delayed
LA-2552,Madhya Pradesh,Indore,Airport,83.8,73,Pending,No,Approval,Not Started,71.2,Medium,48.399769627624124,6.2,205,On-Time,On-Time,On-Time,On-Time,Delayed
LA-2553,Tamil Nadu,Chennai,Highway,213.15,398,Pending,No,Possession,In Progress,87.6,High,61.527783956433574,23.7,154,On-Time,On-Time,Delayed,On-Time,Delayed
LA-2554,Bihar,Bhagalpur,Power Project,57.68,142,Pending,No,Compensation,In Progress,81.1,Low,66.01400444348674,10.0,204,On-Time,Delayed,On-Time,Delayed,Delayed
LA-2555,Uttar Pradesh,Lucknow,Industrial Corridor,61.63,192,Pending,No,Approval,Not Started,77.3,Medium,55.375925734150776,27.9,238,On-Time,On-Time,On-Time,Delayed,Delayed
LA-2556,Uttar Pradesh,Agra,Metro,34.12,15,Paid,No,Possession,Completed,68.4,High,94.56923809271402,7.4,68,On-Time,Delayed,On-Time,On-Time,On-Time
LA-2557,Madhya Pradesh,Indore,Power Project,196.12,247,Paid,No,Possession,In Progress,54.0,Medium,73.07939874744844,24.2,159,Delayed,On-Time,On-Time,Delayed,Delayed
LA-2558,Gujarat,Surat,Industrial Corridor,15.6,8,Paid,No,Approval,Pending,76.2,High,52.935316033266716,14.8,177,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2559,Bihar,Patna,Railway,95.79,181,Paid,No,Compensation,Pending,91.0,High,44.50988125744609,5.8,165,On-Time,On-Time,Delayed,On-Time,Delayed
LA-2560,Bihar,Gaya,Power Project,86.78,185,Partially Paid,Yes,Notification,Not Started,68.7,Medium,64.05496173565092,15.9,257,Delayed,On-Time,Delayed,Delayed,Delayed
LA-2561,Gujarat,Surat,Industrial Corridor,46.69,34,Paid,No,Compensation,In Progress,92.2,Medium,71.58257452901702,19.7,164,On-Time,Delayed,On-Time,On-Time,On-Time
LA-2562,Maharashtra,Mumbai,Railway,41.96,148,Paid,No,Notification,Not Started,90.4,High,92.60681781886849,50.5,162,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2563,Tamil Nadu,Chennai,Railway,55.78,104,Pending,No,Notification,Not Started,33.1,High,66.13722151485987,22.9,153,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2564,Maharashtra,Nagpur,Railway,46.52,157,Pending,No,Compensation,Pending,71.8,Low,61.35666555760915,15.0,209,On-Time,Delayed,Delayed,Delayed,On-Time
LA-2565,Tamil Nadu,Salem,Railway,39.43,117,Pending,No,Approval,Pending,52.3,High,50.35141281778513,10.3,189,On-Time,Delayed,On-Time,On-Time,On-Time
LA-2566,Gujarat,Rajkot,Irrigation,82.91,77,Pending,No,Compensation,In Progress,63.9,High,70.55573957007549,50.3,172,On-Time,Delayed,Delayed,On-Time,On-Time
LA-2567,Karnataka,Mysuru,Railway,43.85,73,Partially Paid,No,Possession,In Progress,38.5,Low,80.25037794275737,18.0,168,On-Time,On-Time,Delayed,On-Time,On-Time
LA-2568,Uttar Pradesh,Agra,Airport,98.37,120,Pending,No,Notification,Not Started,49.6,High,38.189501374003285,42.7,254,On-Time,On-Time,Delayed,On-Time,Delayed
LA-2569,Madhya Pradesh,Gwalior,Power Project,115.51,144,Paid,Yes,Compensation,In Progress,67.9,Medium,66.12036926348425,17.9,242,On-Time,Delayed,On-Time,On-Time,Delayed
LA-2570,Rajasthan,Kota,Industrial Corridor,67.16,145,Pending,No,Compensation,Pending,57.7,High,49.69775928564896,16.8,212,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2571,Madhya Pradesh,Gwalior,Airport,82.24,130,Paid,No,Notification,Not Started,53.2,Medium,44.636645803168776,19.4,209,Delayed,On-Time,On-Time,On-Time,On-Time
LA-2572,Uttar Pradesh,Prayagraj,Irrigation,195.19,199,Pending,Yes,Compensation,Pending,26.7,High,90.40976950666317,35.2,205,Delayed,Delayed,On-Time,On-Time,On-Time
LA-2573,Karnataka,Bengaluru,Airport,127.4,335,Partially Paid,No,Compensation,In Progress,78.3,Low,78.30944633806313,17.7,173,Delayed,Delayed,On-Time,On-Time,On-Time
LA-2574,Bihar,Gaya,Highway,26.22,90,Partially Paid,No,Compensation,In Progress,30.3,High,55.90666177121546,26.8,218,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2575,Uttar Pradesh,Prayagraj,Highway,149.51,263,Partially Paid,Yes,Possession,In Progress,53.0,Medium,62.577907744724975,60.0,309,Delayed,On-Time,Delayed,Delayed,Delayed
LA-2576,Uttar Pradesh,Lucknow,Highway,267.01,266,Pending,No,Compensation,In Progress,81.0,Low,60.24072626211674,13.3,258,Delayed,Delayed,On-Time,On-Time,On-Time
LA-2577,Delhi,North Delhi,Metro,143.4,246,Pending,No,Possession,Pending,88.6,Low,48.11559331914752,18.3,253,On-Time,On-Time,Delayed,On-Time,Delayed
LA-2578,Madhya Pradesh,Jabalpur,Highway,80.49,189,Paid,No,Compensation,Pending,84.7,High,56.88798962441649,39.9,202,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2579,Madhya Pradesh,Indore,Industrial Corridor,132.96,168,Paid,No,Notification,Not Started,61.6,Low,76.75955489356986,35.9,179,On-Time,Delayed,On-Time,On-Time,On-Time
LA-2580,Rajasthan,Udaipur,Airport,132.14,138,Paid,Yes,Compensation,In Progress,59.5,High,56.512888081468795,18.8,283,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2581,Maharashtra,Mumbai,Industrial Corridor,151.6,195,Paid,No,Notification,Not Started,73.8,Medium,71.96042808771023,43.9,222,On-Time,Delayed,Delayed,On-Time,On-Time
LA-2582,Gujarat,Surat,Power Project,69.59,135,Paid,No,Compensation,In Progress,81.0,High,56.629109595241,17.0,148,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2583,Madhya Pradesh,Indore,Highway,22.89,43,Partially Paid,No,Compensation,In Progress,54.6,High,47.23703305045103,24.8,192,On-Time,On-Time,On-Time,Delayed,On-Time
LA-2584,Rajasthan,Jodhpur,Irrigation,59.68,51,Paid,No,Compensation,In Progress,78.3,High,82.91609485131386,34.7,113,Delayed,On-Time,On-Time,On-Time,On-Time
LA-2585,West Bengal,Durgapur,Metro,96.77,197,Pending,No,Notification,Not Started,75.2,Medium,33.04455843722382,60.0,298,Delayed,On-Time,On-Time,On-Time,Delayed
LA-2586,Uttar Pradesh,Kanpur,Power Project,185.09,230,Paid,No,Compensation,In Progress,32.1,Medium,91.77474135021231,52.0,182,On-Time,On-Time,On-Time,Delayed,On-Time
LA-2587,Karnataka,Mangaluru,Irrigation,139.52,235,Partially Paid,Yes,Notification,Not Started,53.9,High,79.96916545158946,18.0,235,Delayed,Delayed,Delayed,Delayed,On-Time
LA-2588,Gujarat,Ahmedabad,Metro,72.47,70,Paid,No,Compensation,Pending,44.5,Medium,67.74069732191025,38.6,262,On-Time,Delayed,On-Time,On-Time,Delayed
LA-2589,Gujarat,Vadodara,Power Project,82.43,193,Pending,Yes,Possession,Completed,78.8,Low,58.311809956597585,45.0,357,Delayed,Delayed,Delayed,On-Time,Delayed
LA-2590,Karnataka,Mysuru,Airport,8.87,5,Pending,No,Possession,Completed,71.9,Medium,59.48092809589551,10.9,156,On-Time,Delayed,On-Time,On-Time,On-Time
LA-2591,Karnataka,Hubballi,Industrial Corridor,86.59,115,Paid,No,Notification,Not Started,52.6,Medium,68.0369422762888,30.1,246,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2592,West Bengal,Kolkata,Railway,31.47,119,Paid,No,Compensation,Pending,97.9,Low,67.77160352429384,14.0,170,Delayed,Delayed,On-Time,On-Time,On-Time
LA-2593,Uttar Pradesh,Kanpur,Industrial Corridor,266.72,282,Paid,No,Compensation,Pending,30.7,Medium,50.61236855609999,27.3,247,On-Time,Delayed,On-Time,On-Time,On-Time
LA-2594,Uttar Pradesh,Agra,Highway,32.79,87,Pending,No,Possession,Completed,50.2,High,66.0167293575729,42.7,193,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2595,Karnataka,Mangaluru,Irrigation,6.65,97,Partially Paid,No,Compensation,In Progress,77.8,Medium,68.8806524083719,4.1,183,Delayed,Delayed,On-Time,On-Time,On-Time
LA-2596,Madhya Pradesh,Indore,Railway,51.56,140,Partially Paid,No,Notification,Not Started,70.7,High,60.49019103014417,55.1,207,Delayed,On-Time,On-Time,On-Time,On-Time
LA-2597,Maharashtra,Mumbai,Metro,181.31,272,Paid,No,Approval,Not Started,84.6,Medium,95.0,53.4,201,On-Time,Delayed,Delayed,On-Time,On-Time
LA-2598,Delhi,South Delhi,Airport,82.91,52,Paid,No,Compensation,Pending,48.7,Low,62.9903926302307,39.4,282,Delayed,On-Time,On-Time,On-Time,On-Time
LA-2599,Uttar Pradesh,Agra,Airport,106.87,100,Paid,No,Compensation,Pending,77.7,High,38.549726722829924,15.7,215,On-Time,Delayed,On-Time,Delayed,On-Time
LA-2600,Bihar,Bhagalpur,Metro,37.88,139,Paid,Yes,Possession,In Progress,17.2,High,49.84554313122224,50.2,311,Delayed,Delayed,Delayed,Delayed,On-Time
LA-2601,Uttar Pradesh,Varanasi,Highway,68.98,132,Paid,No,Notification,Not Started,36.2,High,75.55291770089755,35.2,182,On-Time,On-Time,On-Time,On-Time,Delayed
LA-2602,Maharashtra,Aurangabad,Metro,108.91,224,Paid,No,Possession,In Progress,84.6,High,54.163610034181765,60.0,269,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2603,Uttar Pradesh,Varanasi,Power Project,47.11,27,Partially Paid,No,Notification,Not Started,33.2,Medium,50.093140829936814,18.7,209,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2604,Gujarat,Vadodara,Irrigation,129.18,165,Paid,No,Possession,In Progress,30.2,Medium,85.93041607674944,6.7,115,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2605,Delhi,North Delhi,Irrigation,55.38,116,Paid,No,Possession,Completed,49.5,High,67.54681657849541,21.9,145,On-Time,Delayed,On-Time,On-Time,On-Time
LA-2606,Rajasthan,Jodhpur,Highway,40.1,75,Partially Paid,No,Compensation,Pending,24.2,Low,55.981721332025884,28.7,206,On-Time,Delayed,On-Time,On-Time,Delayed
LA-2607,Delhi,North Delhi,Railway,127.64,188,Partially Paid,Yes,Compensation,In Progress,79.2,High,25.0,26.8,344,Delayed,Delayed,On-Time,On-Time,Delayed
LA-2608,Tamil Nadu,Madurai,Metro,51.06,103,Partially Paid,No,Notification,Not Started,74.2,Low,74.30507865116152,13.5,192,Delayed,On-Time,On-Time,On-Time,On-Time
LA-2609,Maharashtra,Nagpur,Highway,98.61,150,Paid,No,Notification,Not Started,68.7,High,65.23223771824719,20.7,155,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2610,Rajasthan,Kota,Irrigation,87.82,82,Pending,No,Notification,Not Started,94.7,Medium,84.51113006518617,20.1,142,On-Time,On-Time,Delayed,On-Time,On-Time
LA-2611,Bihar,Muzaffarpur,Railway,149.18,272,Pending,No,Notification,Not Started,77.2,High,48.58092285593634,22.2,205,Delayed,On-Time,On-Time,On-Time,Delayed
LA-2612,Karnataka,Hubballi,Metro,93.55,232,Paid,No,Compensation,Pending,51.7,High,59.40134513620855,37.4,184,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2613,Rajasthan,Udaipur,Airport,113.68,189,Paid,No,Approval,Not Started,44.2,Low,69.47929200617386,3.6,204,On-Time,On-Time,On-Time,Delayed,On-Time
LA-2614,Maharashtra,Nashik,Metro,12.61,21,Pending,No,Possession,In Progress,40.3,Medium,83.8391894815748,23.9,151,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2615,Maharashtra,Nashik,Industrial Corridor,251.7,428,Pending,No,Approval,Not Started,40.2,Low,68.87704344908954,26.2,199,On-Time,On-Time,Delayed,On-Time,Delayed
LA-2616,Karnataka,Bengaluru,Metro,111.02,132,Paid,Yes,Compensation,Pending,29.5,Medium,54.38839879666178,8.6,281,Delayed,Delayed,On-Time,Delayed,On-Time
LA-2617,West Bengal,Howrah,Industrial Corridor,89.71,222,Paid,No,Compensation,In Progress,93.6,Low,84.46649538836888,31.9,182,On-Time,Delayed,On-Time,On-Time,On-Time
LA-2618,Karnataka,Hubballi,Railway,16.46,11,Pending,No,Approval,Not Started,92.4,Low,60.315752988052175,26.4,238,On-Time,Delayed,Delayed,On-Time,On-Time
LA-2619,Madhya Pradesh,Bhopal,Metro,205.11,210,Paid,No,Approval,Pending,62.7,Medium,67.70043929956576,49.6,248,On-Time,Delayed,On-Time,On-Time,Delayed
LA-2620,Karnataka,Hubballi,Railway,76.58,187,Pending,Yes,Approval,Not Started,85.4,Medium,76.2600834565007,10.9,230,On-Time,On-Time,Delayed,Delayed,Delayed
LA-2621,Rajasthan,Jaipur,Railway,159.25,138,Paid,No,Possession,Pending,15.7,Low,88.44797229885555,8.3,158,Delayed,On-Time,On-Time,On-Time,On-Time
LA-2622,Delhi,New Delhi,Irrigation,57.25,91,Pending,No,Compensation,In Progress,93.4,High,70.53328252325272,59.7,200,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2623,Madhya Pradesh,Jabalpur,Highway,76.43,183,Paid,No,Approval,Pending,26.5,Low,95.0,15.2,156,On-Time,Delayed,On-Time,On-Time,On-Time
LA-2624,West Bengal,Siliguri,Railway,21.79,5,Paid,No,Possession,In Progress,71.8,Medium,63.65677826734475,43.1,215,On-Time,Delayed,On-Time,On-Time,On-Time
LA-2625,Uttar Pradesh,Prayagraj,Railway,131.5,306,Pending,Yes,Notification,Not Started,77.2,Medium,69.40349200841845,22.0,270,On-Time,Delayed,Delayed,On-Time,Delayed
LA-2626,Karnataka,Mangaluru,Irrigation,75.26,93,Paid,No,Compensation,In Progress,84.7,High,55.72028554109059,22.9,176,On-Time,Delayed,On-Time,On-Time,Delayed
LA-2627,Uttar Pradesh,Prayagraj,Irrigation,169.5,301,Paid,No,Approval,Pending,82.8,Medium,69.83886401394663,14.7,169,On-Time,On-Time,On-Time,On-Time,Delayed
LA-2628,Rajasthan,Jodhpur,Metro,84.25,127,Pending,No,Compensation,In Progress,39.1,High,69.45724873838118,19.5,130,Delayed,On-Time,On-Time,Delayed,Delayed
LA-2629,Uttar Pradesh,Varanasi,Irrigation,176.34,153,Paid,No,Possession,Pending,72.6,Low,80.6855433794745,8.9,182,Delayed,On-Time,On-Time,On-Time,On-Time
LA-2630,Rajasthan,Udaipur,Metro,184.0,327,Paid,Yes,Possession,Completed,81.4,Medium,71.6677113898496,8.3,223,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2631,Tamil Nadu,Coimbatore,Airport,81.75,148,Paid,No,Approval,Not Started,69.4,High,57.09142141525423,10.8,140,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2632,Maharashtra,Aurangabad,Irrigation,52.95,122,Partially Paid,Yes,Notification,Not Started,63.4,Low,68.84604909731551,26.9,287,Delayed,Delayed,Delayed,On-Time,Delayed
LA-2633,Karnataka,Hubballi,Highway,8.79,20,Partially Paid,No,Possession,Completed,22.8,Medium,54.91446702965897,28.5,239,Delayed,Delayed,On-Time,On-Time,On-Time
LA-2634,Tamil Nadu,Salem,Railway,39.53,5,Pending,No,Compensation,In Progress,37.9,Low,73.24240855658947,27.6,227,On-Time,Delayed,Delayed,Delayed,On-Time
LA-2635,West Bengal,Kolkata,Highway,323.1,605,Partially Paid,No,Notification,Not Started,47.5,High,56.61253477782059,41.4,164,On-Time,Delayed,On-Time,On-Time,Delayed
LA-2636,Maharashtra,Pune,Industrial Corridor,63.19,139,Paid,No,Compensation,Pending,46.4,Medium,44.029965571440194,33.8,239,On-Time,On-Time,On-Time,On-Time,Delayed
LA-2637,Gujarat,Vadodara,Irrigation,12.5,46,Paid,No,Approval,Not Started,53.7,Medium,48.04841668914976,8.8,236,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2638,Uttar Pradesh,Prayagraj,Railway,21.86,59,Pending,No,Notification,Not Started,41.2,Medium,47.37503526059996,5.9,229,On-Time,On-Time,Delayed,Delayed,On-Time
LA-2639,West Bengal,Siliguri,Highway,73.83,144,Partially Paid,Yes,Possession,In Progress,66.0,High,57.07903981598056,35.6,249,Delayed,Delayed,Delayed,Delayed,On-Time
LA-2640,West Bengal,Siliguri,Irrigation,38.55,38,Pending,No,Compensation,In Progress,89.4,High,52.29056688404348,9.0,187,Delayed,On-Time,On-Time,On-Time,Delayed
LA-2641,Rajasthan,Jaipur,Irrigation,88.55,94,Pending,No,Approval,Pending,5.9,Low,64.66842060338921,25.6,200,Delayed,Delayed,Delayed,Delayed,Delayed
LA-2642,Bihar,Patna,Airport,31.01,77,Paid,No,Compensation,In Progress,50.7,High,59.120503704839656,12.3,143,On-Time,On-Time,On-Time,Delayed,On-Time
LA-2643,Rajasthan,Jaipur,Airport,73.28,133,Partially Paid,No,Possession,In Progress,41.8,Low,72.7427354345562,13.5,173,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2644,Madhya Pradesh,Gwalior,Railway,280.12,266,Partially Paid,Yes,Notification,Not Started,72.3,High,70.74090776233524,21.4,240,On-Time,On-Time,Delayed,Delayed,Delayed
LA-2645,Uttar Pradesh,Varanasi,Industrial Corridor,60.49,141,Paid,No,Compensation,In Progress,75.8,Low,60.14153081709635,11.9,218,On-Time,Delayed,On-Time,On-Time,Delayed
LA-2646,Tamil Nadu,Madurai,Airport,76.16,115,Paid,No,Possession,In Progress,89.3,Medium,83.63478301407153,16.5,158,On-Time,On-Time,On-Time,Delayed,On-Time
LA-2647,Uttar Pradesh,Varanasi,Airport,72.15,84,Pending,No,Approval,Not Started,50.2,Medium,51.103416508163264,22.2,182,Delayed,On-Time,Delayed,On-Time,On-Time
LA-2648,Tamil Nadu,Madurai,Industrial Corridor,95.19,205,Partially Paid,No,Compensation,In Progress,54.4,High,80.09665984854928,39.2,176,On-Time,On-Time,On-Time,On-Time,Delayed
LA-2649,Tamil Nadu,Chennai,Highway,116.2,159,Partially Paid,Yes,Notification,Not Started,61.8,Low,67.34235246345861,41.3,355,Delayed,On-Time,Delayed,Delayed,Delayed
LA-2650,Karnataka,Mysuru,Airport,100.83,163,Partially Paid,Yes,Compensation,In Progress,30.6,Medium,59.08410346748628,39.5,311,Delayed,On-Time,On-Time,Delayed,Delayed
LA-2651,Delhi,New Delhi,Metro,90.32,239,Pending,Yes,Possession,In Progress,45.6,Medium,81.94132834142874,13.8,262,On-Time,Delayed,On-Time,Delayed,On-Time
LA-2652,Maharashtra,Aurangabad,Power Project,71.52,190,Paid,Yes,Notification,Not Started,78.8,High,73.35729116811174,10.7,222,On-Time,On-Time,On-Time,On-Time,Delayed
LA-2653,Maharashtra,Nagpur,Power Project,137.19,144,Partially Paid,Yes,Possession,In Progress,77.1,Medium,48.86587628590995,14.4,325,Delayed,Delayed,Delayed,Delayed,Delayed
LA-2654,Gujarat,Vadodara,Airport,37.03,113,Paid,No,Possession,In Progress,86.3,Low,70.4597090577447,12.3,193,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2655,Uttar Pradesh,Varanasi,Highway,57.13,28,Pending,No,Approval,Not Started,90.4,High,70.44476599607164,41.7,188,On-Time,On-Time,Delayed,On-Time,On-Time
LA-2656,West Bengal,Kolkata,Irrigation,21.86,86,Partially Paid,No,Compensation,In Progress,73.8,Medium,80.11076191936681,24.9,154,On-Time,On-Time,Delayed,On-Time,On-Time
LA-2657,Madhya Pradesh,Jabalpur,Highway,110.22,140,Pending,Yes,Notification,Not Started,72.0,High,73.78038860100108,36.4,213,On-Time,On-Time,Delayed,Delayed,Delayed
LA-2658,Maharashtra,Mumbai,Railway,133.31,248,Paid,No,Possession,Pending,21.9,Low,74.85356634026499,8.1,166,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2659,Gujarat,Surat,Metro,40.68,141,Pending,No,Compensation,Pending,26.1,Low,58.379292372149074,41.3,271,Delayed,On-Time,On-Time,On-Time,Delayed
LA-2660,Gujarat,Vadodara,Highway,119.55,220,Pending,No,Compensation,Pending,73.4,High,61.8544141757178,10.2,126,On-Time,On-Time,Delayed,On-Time,On-Time
LA-2661,Madhya Pradesh,Jabalpur,Industrial Corridor,14.6,59,Partially Paid,No,Compensation,In Progress,82.2,High,61.21791576333115,20.4,170,On-Time,On-Time,Delayed,On-Time,On-Time
LA-2662,Rajasthan,Jodhpur,Metro,36.12,131,Paid,No,Compensation,Pending,51.6,Medium,41.019513115272346,28.4,207,On-Time,On-Time,Delayed,Delayed,On-Time
LA-2663,Bihar,Gaya,Power Project,32.61,5,Paid,Yes,Possession,Completed,62.0,High,84.29982710821771,34.8,212,Delayed,On-Time,On-Time,On-Time,Delayed
LA-2664,Rajasthan,Udaipur,Metro,97.13,183,Pending,No,Compensation,Pending,78.8,Medium,48.212572485403285,26.1,238,On-Time,On-Time,Delayed,On-Time,Delayed
LA-2665,West Bengal,Siliguri,Industrial Corridor,56.43,202,Partially Paid,Yes,Possession,Completed,28.4,High,69.03082091557896,25.1,220,Delayed,Delayed,Delayed,On-Time,Delayed
LA-2666,Bihar,Gaya,Airport,380.07,687,Paid,No,Compensation,Pending,38.3,Medium,60.033615333141235,10.2,179,On-Time,On-Time,On-Time,Delayed,On-Time
LA-2667,Uttar Pradesh,Prayagraj,Industrial Corridor,60.52,104,Partially Paid,No,Notification,Not Started,59.3,High,61.42341895652463,13.1,156,On-Time,On-Time,On-Time,Delayed,On-Time
LA-2668,West Bengal,Howrah,Industrial Corridor,69.21,174,Partially Paid,No,Possession,Pending,48.5,High,75.1631360983746,17.1,128,On-Time,On-Time,On-Time,On-Time,On-Time
LA-2669,Uttar Pradesh,Varanasi,Airport,189.34,173,Paid,No,Compensation,In Progress,51.7,High,53.295241088413015,30.9,205,Delayed,Delayed,On-Time,On-Time,Delayed
